,text,ton,keywords,names,likes,replies
943,Вычеркнут из подписантов не правильно- восстанавливают подпись...Че за бред?  Вычеркнут из подписантов не правильно- ст.УК.,negative,"['подписанты', 'ст.ук']",,0.0,0.0
944,А ребята из единой России святые что-ли ?пенсионный возраст нам подняли,neutral,"['пенсионный возраст', 'единая россия']",,0.0,2.0
945,И что ?,neutral,[],,0.0,0.0
946,В германии побывай спроси у пенсионеров в самой богатой стране европы нравится ли немецким пенсионерам выходить на пенсию в 73-ри года а через год отправляться на кладбище?,neutral,"['год', 'самая богатая страна европы']",,0.0,0.0
947,"А кто разворовал страну и тем обогатил своих корешей, затеяв потом пенсионный грабеж? Кто фальсифицирует  выборы подтираясь конституцией,  кто ввел систему платон, повысил  НДС, цены на бензин и табак, чьи прокуроры крышуют бизнес а их талантливые жены и дети ведут бизнес с цапками?  Что скажете, пан Соловьев? Кто лодку раскачивает?",negative,"['бизнес', 'чьи прокуроры']",соловьев,0.0,0.0
948,БЛЕСТЯЩЕ РАБОТАЛИ?СЕРЬЕЗНО?ТАМ БЫЛА ДЕВУШКА КОТОРОЙ ПРОЛОМИЛИ ГОЛЛОВУ..ПРЕКРАСНО.КРОВЬ ПО ШЕЕ ЧИСТО И АККУРАТНО.ВСЕХ(ПОЧТИ)ЗАЛАМОВАЛИ РУКАМИ В ТОМ ЧИСЛЕ КОТОРЫЕ ДАЖЕ НЕ СОПРАТИВЛЯЛИСЬ.ПИЗДИЛИ ДУБИНКАМИ ПО РУКАМ ТАРАНИЛИ ПРЕКРАСНО ЧИСТО И АККУРАТНО.,negative,"['руки', 'шея']",аккуратно,4.0,0.0
949,кто дал право этому клоуну быть на ютубе ? Нужно новые правила вводить... сиди в своем вонючем русском телевидении чучело!!!!!,negative,"['вонючий русский телевидение', 'новые правила']",,2.0,0.0
950,Соловйиный помьёт!!!!,neutral,[],,19.0,0.0
951,Пупкина на мыло!,neutral,"['пупкина', 'мыло']",,0.0,0.0
952,"Какими же надо быть зомбированными людьми , чтоб верить этому «патриоту »",negative,"['зомбированные люди', 'патриот']",,3.0,1.0
953,Ну ты же веришь дважды сидевшему зеку за нелегальную продажу народного достояния,neutral,"['сидевший зек', 'нелегальная продажа']",,0.0,0.0
954,прапагандон владимир мойшавич соловейША!!!!\nредкостный пиздабол !!!! гнать таких из страны!!!!,negative,"['соловейша!!!!\\nредкостный пиздабол', 'страна']",,1.0,0.0
955,Соловей что несёш\nТы видому там не был\nКогда ты поумнееш вед придёт время придется отвечать за враньё\nЭто и есть народ который поступает так от безисходности\nНужно слушать и знать проблемы своих граждан\nСоловей тебе ведь хорошо живётся.ты вет не бедствуеш,negative,"['поумнееш вед', 'живётся.ты вет']",,1.0,1.0
956,"Где там народ???!!! Это ты про навальнят 18-ти лет от роду? Они бедствуют?Бедняги! Хреново им живется! Айфоны, дебилы, раз в полгода меняют, из макдональдса не выползают, тупеют под Бузову и дрочат на Навального!!! Хотите показать, что вы за страну рвете свою псевдопатриотичную задницу, езжайте в тушить пожары в Сибирь или дома постройте в зонах подтопления!!! Скакуны херовы! РеволюционЭры! Сучата, рожденные в нулевых, даже не представляют какого было в 90-х! Вот тогда были проблемы!!!",negative,"['псевдопатриотичная задница', 'зоны подтопления']",бузов,0.0,0.0
957,"Навальному ни дна ни покрышки, судьба немцовича. Сволота.",negative,"['судьба немцовича', 'сволот']",,2.0,0.0
958,Помет в действии,neutral,"['пометы', 'действие']",,1.0,1.0
959,Так прекращай свой помёт нести и выздоравливай,neutral,['помёт'],,0.0,0.0
960,"Животное, когда тебя люд русский разорвёт в клочья?",negative,"['люд', 'клоки']",,0.0,1.0
961,"Не когда , скорее вас разарвут.",neutral,[],,0.0,0.0
962,"Всех соровских крыс-террористов посадить в тюрьму, судить за измену Родине, остальных в Сибирь бороться с соровскими пожарами",negative,"['все соровские', 'тюрьма']",,8.0,0.0
963,Навальный и яшина две проститутки которых мочить нужно и им подобных,neutral,"['две проститутки', 'яшин']",,2.0,0.0
964,Это холуйское дерьмо продолжает отрабатывать дачу в Италии?,negative,"['холуйское дерьмо', 'италия']",,6.0,0.0
965,"Ребята не надо завидовать В. Соловьеву!  Идите учитесь, развивайтесь,  трудитесь над своим интелектом, так как В.Соловьев   трудился. Вот тогда и вы сможете иметь  И два  гражданства  и вилы в Европе !",negative,"['два гражданства', 'соловьев']",В соловьев,2.0,1.0
966,Zinaida Ytziuk всё праввельно ему просто завидуют,neutral,['zinaida ytziuk'],,1.0,0.0
967,"Слишком напыщено и громогласно.Прямо заклеймил. Что то стал меня раздражать Киселёв в своём "" плохоконтролируемом"", страстном патриотизме.Тех дебилов , что проезжую часть  перекрывали и устраивали этот шабаш , особенно приезжих, отправить в командировку тушить сибирскую тайгу. Но все равно ..... поменьше показухи г-н Киселев. Или без неё никак?",negative,"['страстный патриотизме.тех дебилов', 'сибирская тайга']",киселев,0.0,0.0
968,"ЗАТКНИСЬ   ,   НИЧТОЖЕСТВО !!!!",negative,['ничтожество'],,3.0,0.0
969,А кроме Украины товарищ Соловьев у вас есть тема для обсуждения. Вы бы о своей стране думали. В России беспредела не меньше только вы почему то об этом говорить не хотите.,negative,"['россия беспредела', 'украина']",соловьев,2.0,0.0
970,"Что этот патриот Италии может показать? Кругом одна брехня . В своей стране нищета, почти 21 млн нищих или 7-я часть населения России. А этот соловьёв  ( с прописной в знак не уважения ) гавкает про Украину. Газпром начал просто обдирать население России. За этот год подняли цену на техобслуживание газового оборудования более чем на 300 руб больше, чем за прошедший год или 16 %. Было 1614 руб, а стало 1924 руб.  Это как? Нормально? Видимо топ-менеджеры Газпрома начали тощать, что начали драть своё население. Такими темпами нас оставят скоро без штанов. Хвалиться перед Украиной больше не чем.",negative,"['украина', 'часть населения россии']",,3.0,0.0
971,"Суки,руки и ноги сломать этим малолетним бесам.И мозги отбить тварям!Неучи и паразиты!",negative,"['малолетние бесам.ь', 'тварям!неучи']",,3.0,0.0
972,Мне далеко не нравится Навальный но г. Соловьев мы уже знаем про тебя все. Брехун.,negative,"['соловьев', 'г']",соловьев,1.0,0.0
973,"Если хотя-бы на 10 минут зайти в интернет и посмотреть, что происходило на митинге - поймешь, что Соловьев манипулятор и ублюдок (интересно, я подпадаю под новый закон об оскорблении власти за это слово? XDXD). Только наши бабушки и дедушки могут поверить в этот бред этого пропагандиста! Надо это исправлять!",negative,"['оскорбление власти', 'новый закон']",соловьев,3.0,1.0
974,"Вас нужно исправлять, дебилы школота хреновые, учи историю",negative,"['история', 'дебилы']",,0.0,0.0
975,"12 минут жидкого помёта ! , кто заказывал...?",neutral,"['жидкий помёт', '12 минут']",,4.0,0.0
976,"Для того и выходят, чтобы провоцировать ,а потом ныть в коментах.",neutral,['коменты'],,15.0,4.0
977,"сергей дёмин ноют тут только ваши ЯДРенные. Остальные не ноют, а негодуют по поводу лжи. Не тупи короче ;)",negative,"['сергей дёмин', 'повод лжи']",,1.0,0.0
978,@Ren Yellow Сколько  стоит  негодование  на митинге  сегодня?,neutral,"['ren yellow', 'негодование']",,3.0,0.0
979,@Ren Yellow ты о какой лжи?,neutral,"['какая ложь', 'ren yellow']",,0.0,0.0
980,"Ну, кто-то за это отгребает дубинки, а зачинщики всякие ништяки, надо же понимать.",negative,"['всякие ништяки', 'зачинщики']",,0.0,0.0
981,Родители займитесь своими заблудшими детьми. Из этой секты им самим не выбраться,negative,"['секта им', 'заблудшие дети']",,1.0,3.0
982,Вот и занимаемся. Готовим их к следующей акции!,neutral,['следующая акция'],,1.0,0.0
983,@ВАСЁКты террорист?,neutral,"['террорист', 'васёкты']",,0.0,0.0
984,"@Иван Иванов нет, я водитель.",neutral,"['иванов', 'иван']",иван иванов,0.0,0.0
985,"Каким надо быть долбаёбом, что бы верить помёту соловья.",neutral,"['помёт соловья', 'долбаёб']",,4.0,4.0
986,"Игорь Жуков почитайте комментарии - их тут целый лес. Места свободного нет. Тупость на дурости, глупостью погоняя. Вот целевая аудитория этих каналов. Нормальный человек проверит информацию, а эти вот не хотят. И поносят и хуесосят всех не согласных с их мнением. Есть ведь одно мнение и это их, они то старше и умнее. А проверить достоверность информации тямы не хватает. Тьфу.",negative,"['целый лес', 'целевая аудитория']",игорь жуков,0.0,0.0
987,А верить  Навальному  это у вас на генетическом уровне?,neutral,['генетический уровень'],,0.0,0.0
988,"Анатолий Кизилов а при чем тут Навальный? У него нарезка видео сделана так, что бы Вы хомячки схвали так, как удобно ему. И вы поверите. И вы будете верить. Потому что не в ваших нравах проверять информацию. Раз соловьев сказал - значит так и есть.",neutral,"['ваши нравы', 'хомячки']",анатолия кизил,0.0,0.0
989,"@Игорь Жуков Ты бредешь дружок, где в словах Соловьева  ложь? А Навальный  это пиздабол  ещё  тот.",negative,"['слова соловьева', 'пиздабол']",соловьев,0.0,0.0
990,Не долго тебе осталось соловей,neutral,['соловей'],,2.0,0.0
991,"Знаете, в чём ваша проблема? В том, что говорить красиво умеют многие. Но верят тем, у кого всё-таки слова совпадают с делами. А вы себя позиционируете патриотом, но имеете недвижимость в стране НАТО. Это лицемерие. И  нынешняя власть пропитана таким  лицемерием. Поэтому люди это чувствуют и выходят на улицы. Кстати,  Наталья Поклонская не ходит к вам на передачи, потому что чувствует, что вы двуличны в своих суждениях и поступках. Она - единственная, кто не поддержала пенсионную реформу и действительно вкладывает душу в свою политическую деятельность.",negative,"['такие лицемерие', 'страна нато']",наталья поклонская,3.0,4.0
992,"Примитив!  Рассуждения первоклассника!  Никто и никогда не запрещал покупать недвижимость в Европе!  Нет на этот счет закона! Не понимаю, почему не купить дом  или квартиру в Европе?  У многих россиян есть недвижимость за границей!  И Слава Богу!",negative,"['недвижимость', 'европа']",,0.0,0.0
993,"@Zinaida Ytziuk Вы шутите? Эта недвижимость в стране НАТО, а не просто в Европе. Вот Австрия или Швейцария не являются членами НАТО, а потому наличие там недвижимости более простительно и понятно. А так имеет место быть предательство со стороны Соловьёва.",neutral,"['недвижимость', 'члены нато']",,0.0,0.0
994,"@Saba2040   да хоть и страна входящая в состав НАТо ! Нет таких занов, запрещающих  иметь там недвижимость. И Слава Богу, что человек имеет еще одну квартиру или  дом  на территории  другой страны.  А вы не завидуйте. А сами давайте беритесь  и работайте. Может тогда и у вас появится недвижимость в жарких странах.",neutral,"['недвижимость', 'состав нато']",,0.0,0.0
995,"@Saba2040 а в дальнейшем  следует подписаться своим именем. С трусами прячущимися за чужими спинами не приятно общаться.вырисовывается определенное мнение в отношении  таких людей! Так, что прощавай и не надейся, что ты вызывешь  уважение к себе!",neutral,"['такие люди', 'определённое мнение']",,0.0,0.0
996,"Шахназаров ты предатель! Стоишь и слушаешь этот бред, вранье! Как тебе не стыдно?!!! Позорник.",negative,"['шахназары', 'предатель']",,2.0,1.0
997,Да они там все одним помётом мазаны.,neutral,['все одни помёт'],,1.0,0.0
998,Ну и тварь же ты иуда,negative,"['тварь', 'иуда']",,0.0,0.0
999,Итальянская шкура*,neutral,['итальянская шкура'],,3.0,1.0
1000,Продаёш что ли .,neutral,['продаёши'],,0.0,0.0
1001,Надо было дать этим  навальнятам и др. побесчинствовать .  Потом всех аниматоров вычислить и вычистить ! Браться за них надо серьезно !,negative,"['все аниматоры', 'навальнята']",,7.0,3.0
1002,Верное замечание.Иначе их не остановить.  Как тараканы ...!,neutral,['тараканы'],,2.0,0.0
1003,"Возьмись. Кто тебе мешает. У них тут сходка будет на днях. Не помню правда когда, вроде в начале августа. В общем загугли и найдёшь точную дату. Если хочешь вычислить - тебе никто не мешает. А мы посмотрим потом как ты будешь это делать и как отреагируют люди на твои действия при как вы выразились «зачистки»",neutral,"['точная дата', 'твои действие']",,0.0,0.0
1004,"@Zinaida Ytziuk ну да, будут стрелять в спину. Угу, конечно, только мне кажется будет стрелять в спину этот спецназный ёбанный, который безоружных людей дубинками долбил! #Ответкремлеботу",negative,"['спин', 'безоружные люди']",,0.0,0.0
1005,Какая же ты eбaнaя мpa3ь! да чтоб у тебя вся семья по сдыхaлa уeбok.,skip,"['вся семья', 'мpa3ь']",,2.0,1.0
1006,Lebedev # а с твоей семьей как? Все живы? Откуда столько ненависти?,negative,"['твоя семья', 'ненависть']",,6.0,0.0
1007,Соловьйный помёт,neutral,['соловьйный помёт'],,1.0,0.0
1008,пропогандонище,negative,['пропогандонища'],,2.0,0.0
1009,"На Чайку и его сыновей посмотрите. Станет многое понятно о правопорядке в стране. И если они все так пекутся об оскорблении власти, вполне очевидно, почему никто из них не заикается о суде, а только о компоте...  Суки, накипело",negative,"['оскорбление власти', 'чайка']",,5.0,0.0
1010,"Соловьев, очко горит после расследования про недвижимость за границей? Казнить нельзя помиловать.",neutral,"['соловьев', 'расследование']",соловьев,8.0,3.0
1011,"а твое очко чего дымит? какое к херам расследование? кого? альошеньки анального? а что он свои финансовые потоки не обнародует? ты всерьез веришь,что на донаты прыщавых пидорасов можно  одиннадцать (!) раз за год сгонять за бугор? и фатерку за 300т/ р в месяц снимать? а что альоша молчит,как в одинадцатом годике на болотной он газовал, внимание: за (!) димона!!!",negative,"['финансовые потоки', 'твоё очко']",,6.0,0.0
1012,"Dfr Momg , откуда у майданутого либерасы убийцы итальянского журналиста недвижимость в Италии ?\nПочему либерасы молчат в тряпочку",negative,"['майданутое либераса', 'итальянское журналист']",,1.0,0.0
1013,Озорная Сволочь как вы о поколении и о детях своих «прыщавые пидорасы» аж гордость за таких берёт.,negative,"['прыщавые пидорасы', 'озорная сволочь']",,0.0,0.0
1014,че это за лох?)) хуйню несет),negative,"['хуйня', 'лох']",,1.0,0.0
1015,Херово что водометов не было с фикалиями....,negative,"['фикалии', 'водомёты']",,7.0,2.0
1016,"Артур Смаков Так что же ты молчал? Ты напиши ребятам, пусть внесут в список вместе с остальным оборудованием. Выделят тебе и таким как ты отдельные места и поливали бы вас дерьмом из них. Они же не знали что есть люди которым это нравится и что они тоже хотят поучаствовать в поддержку своего кандидата. 21 век друг, если тебе это нравится (что странно) то пожалуйста, тебя никто не осуждает.",negative,"['отдельные место', 'остальные оборудование']",смак,0.0,0.0
1017,тебе в ебло куколд,negative,['куколд'],,0.0,0.0
1018,соловей! Ты падла и предатель! пошел вон,negative,"['соловей', 'предатель']",,1.0,0.0
1019,А почему бы не применить как в Париже и резиновые пули и слпзоточивый газ и тд. Может в следующий раз побоятся устраивать такие митинги. Эти либералы только критикуют но ничего реального не предлагают,negative,"['такие митинги', 'слпзоточивый газ']",,5.0,0.0
1020,"соловьев уже давно себе заслужил кусок мыла и пеньковый ""галстук""!!! Скорее бы уже ... Дешевый шут!",negative,"['кусок мыла', 'дешёвый шут']",,7.0,1.0
1021,"Только не Соловьев а Зеленский , не путайте больше",neutral,['соловьев'],соловьев,3.0,0.0
1022,Хорошо поёшь соловьёв,neutral,['соловьи'],,4.0,0.0
1023,"Соловьёвский ПОНОС  неиссякаем! - надо деньги на достройку виллы в стране НАТО  отрабатывать!  ...ещё Крылов про таких писал: ""Ах Моська! знать она сильна, раз лает на Слона!""  ;)",skip,"['страна нато', 'соловьёвский понос']",крылов,4.0,0.0
1024,Так как соловей поёт - это ещё надо уметь . Так лижет задницу « дающему « что просто пи....дец . Противно смотреть и слушать его .... но талант ....,negative,"['талант', 'соловей']",,2.0,0.0
1025,"Телевизионные упоротые твари, вонючие манипуляторы и все за бюджет страны",negative,"['телевизионные упоротые твари', 'вонючие манипуляторы']",,34.0,9.0
1026,@Anastasia Kudrina куда скидывать деньги на лечение рака мозга?,neutral,"['лечение рака мозга', 'anastasia kudrina']",,4.0,0.0
1027,"@CzertulaТебе поможет только эвтаназия, а деньги можешь скинуть мне.",neutral,"['эвтаназия', 'деньга']",,3.0,0.0
1028,"@Irena L можешь дальше сосать у соловьёва, на его вилле в Италии",neutral,"['irena l', 'италия']",,3.0,0.0
1029,@Anastasia Kudrina обязательно попрошу поставить за тебя свечку в церкви,neutral,"['anastasia kudrina', 'церковь']",,3.0,0.0
1030,"@Irena L поклоняйтесь дальше плешивому, пенсионный возраст для вас понизит",neutral,"['пенсионный возраст', 'irena l']",,3.0,0.0
1031,"Аппон Алькотрас , записывайтесь добровольцем в ' небесную сотню' и перстаньте думать о пенсии\nХахаха",neutral,"['небесная сотня', 'пенсии\\nхахах']",,1.0,0.0
1032,"@Czertula Похоже, у тебя только один вариант заработка предусмотрен. А я, знаешь ли, имею хорошее образование и широкие возможности выбора в жизни, так что в твоей ""сфере деятельности"" конкурировать не собираюсь, разрешение выдавай своим единомышленникам, ни на что больше не способным и не умеющим.",neutral,"['широкие возможность выбора', 'один вариант заработка']",,2.0,0.0
1033,"@Аппон Алькотрас А зачем мне понижать пенсионный возраст?  По всей Европе 65 лет для мужчин и для женщин уже лет 25 - 30 как  это минимальный, а есть и выше пенсионный возраст, и речь идёт ещё о повышении.  А в России всего лишь 60 лет для женщин. Да в 50 лет женщины ещё в декрет уходят. Я собираюсь жить долго и веду здоровый образ жизни, чего и тебе желаю.",neutral,"['женщины', 'пенсионный возраст']",,2.0,0.0
1034,"@Anastasia Kudrina с башкой все нормально?я психологом работаю если что,могу дать бесплатную консультацию",neutral,"['бесплатная консультация', 'anastasia kudrina']",,0.0,0.0
1035,Да лучше б про своё ворованное состояние рассказал 🤣🤣🤣 просто смешно Так говорит как будто оратор который якобы управляет людьми Это правительство отправила  людей прошедших Чечню мешать народу вершить справедливость законным методом,negative,"['люди прошедших', 'законные метод']",,10.0,8.0
1036,"За правление В.В.Путина многие, кто пахал без  сна и отдыха, купили квартиры и дома за границей! И это нормально! Они пахали, а не воровали,  и не ныли в ожидании помощи !",negative,"['правление в.в.путина', 'ожидание помощи']",В В путин,3.0,0.0
1037,Vulgar Acquaintances и где же он воровал? Он был чиновником или гос служащим?),neutral,"['vulgar acquaintances', 'чиновник']",,1.0,0.0
1038,@Zinaida Ytziuk а пахали где?,neutral,['zinaida ytziuk'],,0.0,0.0
1039,"@Zinaida Ytziuk  зина  пузырьизмагазина   иди хоть перепихнись, а то совсем притомилась, отрабатывая пригоженские  объедки",negative,"['пригоженские объедки', 'зина пузырьизмагазина']",,0.0,0.0
1040,"@Песков от таких как ты, ничего умного и не ожидала! Только лентяи и ограниченные в развитии могут продаться и идти на поводу у явных врагов своего народа! Ты меня ничем не удивил! Явно удивилась бы обратному! Так, что будь здоров Буратино!",negative,"['явные враги', 'развитие']",буратино,1.0,0.0
1041,"@Виктор Сидоров мой знакомый работал сразу на трех работах.  Через два на третий - такие смены были. Он  сам бывший военный. Будучи на пенсии вот так пахал. Его жена бухгалтером на 2х предприятиях и плюс пенсия. Купили две квартиры в Эмиратах и одну в Сербии/  А одна женщина работала днем на  одном предприятии , а   ночью  дежурила  сторожем. Плюс муж,  днем в гараже , а вечером сам на себя работал как слесарь!  В этой семье купили в Испании двух комнатную . Тяжело было лет, десять, но  выстояли.  Не пили и деньги не транжирили! Так, что ищите , стучите и вам улыбается удача.",neutral,"['пенсия', 'сам бывший военный']",виктор сидоров,0.0,0.0
1042,"@Виктор Сидоров мне знакома еще одна семья, но это в Италии . 20 лет назад . Приехала пара с Украины.  5 лет работали в разных семьях. Встречались только по воскрисеньям . 2х детей оставили на родителей. Купили в Украине квартиру, плюс та  в которой жили до отъезда. Через 5 лет приехали сыновья  вчетвертом собрали на квартиру в Италии. Через 4 года купили еще одну квартиру в Италии . Так, что тот кто стремится, работает и семья это одно целое тот и добиваются своего!  А одна работала 20 лет в италии  и ничего не собрала. Потому, что отсылала маме, а та  много тратила на ее детей и  на своего сына. А тот играл на деньги. Вот вам и примеры семей. Если семья за одно, то и результаты положительные. А если семья как рыба , рак и щука, то ...!",neutral,"['италия', 'семья']",виктор сидоров,0.0,0.0
1043,"О какой справедливости ты говоришь?  Это только мнение тех, кто пришел на площадь! Но даже они продажные мерзавцы!",negative,"['продажные мерзавцы', 'какая справедливость']",,0.0,0.0
1044,Он сам по себе завравшиеся человек Клоун русского правительство да и всё,negative,"['русский правительство', 'завравшиеся человек']",,0.0,0.0
1045,"Шкура ты продажная, Соловьёв!",negative,"['шкура', 'соловьи']",,1.0,0.0
1046,Уебан со своим шоу вы говнеца обьелись.,negative,"['шоу', 'говнец']",,2.0,0.0
1047,соловьев .....  Какая же ты Мерзость  .....  Погань ....,negative,"['соловьев', 'погань']",,2.0,0.0
1048,коррупционер  соловьиный понос,negative,"['соловьиный понос', 'коррупционер']",,0.0,0.0
1049,"Соловева не трогайте,он нормальный человек",neutral,"['нормальный человек', 'трогайте,он']",,1.0,1.0
1050,Он выродок,negative,['выродок'],,1.0,0.0
1051,Пидр продажный ты соловьев,negative,"['соловьев', 'пидры']",,2.0,0.0
1052,"Гнида продажная, тебе ли учить народ любить Родину, помет.",negative,"['родина', 'пометы']",,30.0,2.0
1053,"Umar Umar\nТакие как ты как раз и не любят. А вот народ, в своей огромной массе, РОДИНУ ЛЮБИТ,  поэтому и выбирает постоянно одного Путина, а понадобится и ещё раз выберет, и ещё и ещё, до самого конца!!!",neutral,"['раз', 'самый конец']",путин,2.0,0.0
1054,"дорита зленко на коленях пиши сообщение, Путин только на коленях разрешает его имя упоминать, дура чипированная, продажная чмошница за 30 Серебренников, проститутки и то нравственнее.",negative,"['колена', 'продажная чмошница']",путин,1.0,0.0
1055,"Шлак... Седой беглый предатель  с итальянским паспортом.. Считаю что если он уйдёт от ответственности то сидеть будут его дети, потомки..",negative,"['итальянский паспорт', 'беглый предатель']",,2.0,3.0
1056,"Владимир, я постоянно смотрела ваши передачи и восхищалась вами. То что вы сейчас говорите о митингующих, это такая ложь, и моё разочарование в вас!",negative,"['такая ложь', 'моё разочарование']",,1.0,0.0
1057,"Надежда Золоторева а в чем ложь? Уточните, если не трудно...",neutral,"['надежда золоторева', 'ложь']",золоторев,0.0,0.0
1058,"Максим Максимович  ты прям паспорт его видел? А если это и правда, в чем я сомневаюсь, у нас в стране разве запрещено иметь гражданство другой страны?",neutral,"['другая страна', 'страна']",,0.0,0.0
1059,Народ выбирает власть законными методами😂😂😂 Что ещё скажешь Соловей ?,neutral,"['законные методы', 'соловей']",,24.0,5.0
1060,Забавный мальчуган он),positive,['забавный мальчуган'],,0.0,0.0
1061,@Рыжее Эго Ещё тот,neutral,"['эго', 'рыжей']",,0.0,0.0
1062,Законный - это когда по закону принятому государством. А не под крики толпы. 3 тыс от 20 млн москвичей это НОЛЬ! Прочитайте закон о выборах. Чтобы не выглядеть глупо.,negative,"['закон', '20 млн москвичей']",,1.0,0.0
1063,@General Akano Всё можно.,neutral,['general akano'],,0.0,0.0
1064,@General Akano А почему это государство не соблюдает свои законы?,neutral,"['general akano', 'законы']",,0.0,0.0
1065,Как же задолбали уже с этой Украиной...,negative,['украина'],,150.0,8.0
1066,"вообще-то украина виновата, ты извини но очевидно если бы не канадские ученые, то кто ? а?\nА если кто-то против закона идет и совсем прекрасно справдливым механизмом вразумления\nвот как говорят у нас в гондурасе, мы в первую очередь, хотя что я, если бы каждый, вы не понимаете!",negative,"['справдливый механизм вразумления\\nвот', 'первая очередь']",,1.0,0.0
1067,"Fell Video , ты че так зашифровался , как потом обратно выходить будешь",neutral,['fell video'],,6.0,0.0
1068,"@Anastasia Kudrina Соловьев наркоман кстати, по этому носит брикет",neutral,"['anastasia kudrina', 'соловьев']",соловьев,5.0,0.0
1069,"Fell Video , ты пациент доктора Соловьева?",neutral,"['доктора соловьева', 'fell video']",соловьев,3.0,0.0
1070,"Fell Video  погугли, есть кусочки про Соловьева в спортзале, ты удивишься сильно какие штуки он делает- потом сам попробуй, хоть что- то подобное сделать, так что , как обычно, перднул в лужу - знаток наркоманов....",neutral,"['какие штука', 'знаток наркоманов']",соловьев,4.0,0.0
1071,"​Продайте родину, да не парьтесь",neutral,['родина'],,2.0,0.0
1072,"@Fell Video Кто, кто виноват? Ты не бойсь, Путина любишь? Ящик зомбированный.",negative,"['fell video', 'ящик']",путин,1.0,0.0
1073,"@Железный Человек Да, я люблю Путина. А ты неудачник не любишь даже себя",negative,"['железный человек', 'путин']",путин,0.0,0.0
1074,"почему так мало дизов? видимо, это никому и не интересно! впрочем, и я не смотрел",neutral,['дизов'],,0.0,0.0
1075,"Как Соловьёв профессионально всё переврал о митинге.  Нагло и уверенно.Уверенно потому,что знает ,ему это сойдёт с рук. Зарывается. Он не журналист а пропагандист, отрабатывающий   место у  кормушки.",negative,"['отрабатывающий место', 'соловьи']",,2.0,0.0
1076,Ruka Kieva?🤣🤣🤣🤣,neutral,['ruka kieva'],,0.0,0.0
1077,Подонки протестующие.,negative,['подонки'],,10.0,0.0
1078,"Соловей столько гомна накидывает ,гомномётский соловей просто.Чертовски гомнист пернатый.",negative,"['гомномётский соловей', 'соловей']",,3.0,0.0
1079,"Спасибо, Владимир Рудольфович!",speech,"['рудольфович', 'владимир']",владимир рудольфович,13.0,2.0
1080,"@kuart arratonov, это ваши методы оплаты) Не путайте)",neutral,"['ваши методы оплаты', 'kuart arratonov']",,5.0,0.0
1081,@kuart arratonov А ты покажешь  как это делается?,neutral,['kuart arratonov'],,1.0,0.0
1082,Ебать ты пиздабоооол,negative,['пиздабоооол'],,2.0,0.0
1083,Глупый этот соловей. Неужели эту пургу ещё смотрят?,negative,"['соловей', 'пурга']",,11.0,0.0
1084,"Призывов менять власть в обход конституции не было! Был МИРНЫЙ митинг, на котором люди требовали зарегистрировать КАНДИДАТОВ! Не «назначить президентом», или ещё чего, а просто дать возможность людям ГОЛОСОВАТЬ за них!",neutral,"['люди', 'обход конституции']",,0.0,0.0
1085,"Рекрут? Да просто людям не всё-равно! Лучше расскажи как на акции в поддержку власти заставляют выходить гос. служащих, учителей, врачей и других людей!",negative,"['поддержка власти', 'другие люди']",,0.0,0.0
1086,все не так было СОЛОВЬЕВА ТЫ ВРЕШЬ ВРЕШЬ ВРЕШЬ ВРЕШЬ,negative,['соловьев'],врущий,1.0,0.0
1087,ты че несешь Соловьев ))))??? я там был видел  все НЕ ВРИ ПОНЯЛ ! ТЕБЯ УЖЕ НЕ СЛУШАЕТ НЕ КТО И НЕ ВЕРИТ НЕ КТО,negative,['соловьев'],не,3.0,2.0
1088,Т. Е. Ты и есть никто?,neutral,"['т', 'е']",,0.0,0.0
1089,@Екатерина Воскова  ты таджик ?)))),neutral,"['екатерина воскова', 'таджик']",,0.0,0.0
1090,Соловьев - он иудей!!!!!! А значит антихрист... Какой он на фиг патриот Земли Русской????,negative,"['патриот земли', 'фиги']",соловьев,0.0,0.0
1091,Какие нафиг 3500)))) Ты сам то там был????,neutral,['какие нафиг'],,1.0,0.0
1092,"Соловиный помет,картавый стравливает и рассказывает славянам ка жить...",neutral,['славяне'],,0.0,0.0
1093,"Вот врет. Вот баломут. Ты сам себе веришь что несешь? Брет сумашедшего. Соловьев, тебе премию гебельса пора давать. Гебельс отдыхает.",negative,"['премия гебельса', 'соловьев']",гебельс,2.0,0.0
1094,"Я думал ,что Соловьев политолог,а оказалось он -ПРОКТОЛОГ)",neutral,"['соловьев политолог,а', 'проктолог']",соловьев,2.0,0.0
1095,"Дубины, резиновые пули, и штрафы побольше. И все будет хорошо",neutral,"['резиновые пуля', 'штрафы']",,8.0,2.0
1096,@kuart arratonov ну тогда Ленина из мавзолея прямиком в кпз,neutral,"['kuart arratonov', 'мавзолей']",ленин,0.0,0.0
1097,"И чтобы дубины и резиновые пули применять по усмотрению, безнаказанно и в отношении любого, кто посмеет отстаивать свои никчемные гражданские права. А побежишь жаловаться в суд или прокуратуру - держи неглядя штраф побольше за клевету в отношении представителя власти... Вот заживешь тогда, Емеля, аж зависть белая берёт",negative,"['отношение', 'никчёмные гражданские право']",,0.0,0.0
