,text,ton,keywords,names,likes,replies
230,"Здрасьте, обосрать зашел! Бумага есть?",skip,"['обосрать', 'бумага']",,1.0,0.0
231,"армянский гондон опять про турции,тупой ищак...",negative,"['армянский гондон', 'турции,тупа']",,0.0,0.0
232,Как же надоел уже этот пропагандист Соловьев!,negative,"['соловьев', 'пропагандист']",соловьев,4.0,0.0
233,Соловьиный помет не твое это все хахахаха а ну ка сбацай нам бам бо лейлу  лучше,skip,"['соловьиный пометы', 'все хахахах']",,3.0,0.0
234,лилипут) на референдуме в Крыму)))))) ааааааааааааааааааа агресоры))),neutral,"['референдум', 'лилипут']",,0.0,0.0
235,"В синагоге-всё стабильно,одно и то же)))Под любым выпуском,можно ставить любую дату с 2013г,по сей момент.А лохи хавают и млеют!)))))",neutral,"['любая дата', 'момент.']",,3.0,0.0
236,Литовец Соловьев)?  или Путин еврей с Симанян))) а Скабеева немцы))))!!!!?,neutral,"['соловьев', 'скабеева']",скабеева,1.0,0.0
237,Соловьиный помет ххохохохохохох какой же ты тупой,negative,"['соловьиный пометы', 'ххохохохохохох']",,1.0,0.0
238,"Соловьев завязывай гнать пургу, застрелись в прямом эфире, вы кроме украины своего говна в стране не видете чтоли??? Уроды конченые!!!",negative,"['прямой эфир', 'чтоли']",соловьев,3.0,0.0
239,"Все эти мировые элиты и политики похожи на музыкантов из басни Крылова ""Квартет""!\n-А вы, друзья, как ни садитесь,\n-Всё в музыканты не годитесь!\nИз-за кучки мировых мудаков пострадает всё человечество! Здесь Соловьёв прав!\nСовременные горе-политики похожи на нарциссов, которых волнует не страна и народ, а их собственное реноме!\nА мы, народ, покорно ждём, когда нас эти нарциссы отправят гореть в ядерном ужасе.",negative,"['нарциссы', 'народ']",крылов,0.0,0.0
240,Настохуели..посмотрите на себя,negative,['настохуели..посмотрит'],,3.0,0.0
241,"ЛИЦЕМЕРИЕ И ЛОЖЬ ЗЕЛЕНСКОГО\r\n\r\nНа лицемерии и лжи\r\nПаразитирует Зеленский:\r\nДетей отняли мы у них,\r\nТеррор устроивших вселенский,\r\nРаспространяющих нацизм\r\nНа территориях подвластных.\r\n\r\nДонбасс, Одесса помнят их,\r\nУничтожавших несогласных,\r\nУничтожающих Донбасс\r\nС его несломленным народом\r\nВчера, сегодня и сейчас\r\nВойной, блокадой, несвободой.\r\n\r\nТакая «мама» Украина\r\nРазносит байки про детей,\r\nСама которых не кормила,\r\nНо покорились чтобы ей\r\nСоюзом вскормленные дети,\r\nКультурой, русским языком,\r\nОдним из лучших на планете,\r\nВнедряя суржик свой силком.\r\n\r\nНа лицемерии и лжи\r\nПаразитирует Зеленский,\r\nУничтожая русский мир,\r\nЖивущих в области Донецкой.\r\n\r\nОсвободить сумели Крым\r\nОт оккупантов Украины.\r\nКрым наш, от нас неотделим\r\nПо воле жителей единой.\r\n\r\n26 августа 2019г.  https://hroniker2.livejournal.com/",neutral,"['лицемерие', 'их,\\r\\nуничтожавшие несогласных,\\r\\nуничтожающие донбасс\\r\\nс']",зеленский,0.0,0.0
242,Говнище,negative,[],,2.0,0.0
243,"Россия    напоминает    позднюю  Византию    .    Плохо    это   кончится   прежде     всего   для   ""элиты""    ,    которой   кажется   ,     что   она   правит   бал   .  Я   не     очень   хорошо   знаю  Путина    ,   но   у  меня   есть     впечатление  что   умрет   за   свои    принципы  так  же    легко    как    я    .",negative,"['поздняя византия', 'элита']",путин,0.0,0.0
244,"Голая пропаганда! Говорящие головы, псевдо эксперты! Телевизор не смотрю, чего и Вам желаю)",neutral,"['голая пропаганда', 'говорящие головы']",,3.0,1.0
245,однозначно дизлайк,neutral,['дизлайк'],,0.0,0.0
246,А чем наш Российский дурдом отличается от Украинского.,neutral,['наш российский дурд'],,1.0,0.0
247,"Россия    не  Донбассу   должна    .   Она    себе    должна   .   Я  не   хочу   смерти    ни   одному    еврею   ,   глядя    на  моих   друзей   евреев   ,    на  их   отношения    в  семьях  ,  на  их   успехи   в   учебе .  Россия   не    ценит   своих    людей   .  Если    десятую    часть    погибших   на   составляли  евреи    -   по  сраному    Куеву  уже    нанесли    ядерный   удар  . Почему    Россия  терпит  ,   что  ее   опускают   -    я  не  понимаю .",negative,"['россия', 'мои друзья евреев']",куева,0.0,0.0
248,"Что то давно не вижу Сатановского, очень жду его на программе!",neutral,['программа'],,0.0,0.0
249,Всегда восхищаюсь Кедми!,positive,[],,2.0,0.0
250,Соловьёв ЧМО!,negative,['соловьи'],,5.0,0.0
251,"А я понять не мог - куда все боты ушли... А у них, оказывается, здесь свой мирОК)\nЧё, денег на кремлеботов повсюду нет, да? Всё бабло льёте в порноросгвардию)) Ну да... им ещё сниматься и сниматься)",neutral,"['все боты', 'порноросгвардия']",,4.0,0.0
252,Ковтун бесподобен 😁😁😁😁,positive,['ковтун'],,0.0,0.0
253,помёт обоссаный- диз не глядя,neutral,['помёт'],,7.0,0.0
254,"Сладко поешь, только дизлайк",neutral,['дизлайк'],,5.0,0.0
255,Пёс,neutral,['пёс'],,6.0,0.0
256,"здесь у ботов свой мир , сами с собой общаются , спорят ,,,",neutral,"['мир', 'боты']",,14.0,0.0
257,"евреи умирали не за веру,а потому что евреи))) ну соловьев ЛОЛ",neutral,"['евреи', 'соловьев лол']",,0.0,0.0
258,1:25:10 Рудольфович отжох..)))Пхахахах,skip,"['рудольфович', 'отжох..)))пхахахи']",,0.0,0.0
259,"Соловьев ты гнида редкостная,когда режим путятишны падёт,тебя тоже суку достанут из твоей Италии,боися падаль",negative,"['твоя италии,боися', 'сука']",,7.0,1.0
260,"ну не пугай это моральное чучело) А то оно от страха на Эверест полетит - фиг достанем, да ещё само и подохнет там( А его помучить же надо... Не нужна ему безболезненная смерть. Только хардкор!",negative,"['моральное чучело', 'безболезненная смерть']",,1.0,0.0
261,"Кто эту хуиню на Ютуб смотрит,в телике мозг всем зосрали. И сюда перебролись суки,столько далбаебов  и ботов ещё не где невидел,",negative,"['все зосрали', 'ютубы']",,3.0,0.0
262,"Улучшение жизни не должно быть целью, предела улучшения нет, недовольные будут всегда. Страна должна ставить целью сохранение",neutral,"['цель', 'улучшение жизни']",,0.0,1.0
263,А куй тебе. Деньги все текут к Хуючиновникам и росгвардии!,negative,"['хуючиновники', 'росгвардия']",,0.0,0.0
264,"Соловьёв отупел. Кемди всё правильно говорит. Нам в ЛНР сейчас не нужна гуманитарка, у нас работают все предприятия и республика зарабатывает деньги, но все предприятия фактически возглавили россияне, которые платят нищенские зарплаты рабочим, тем самым унижая Донбасс в целом.",negative,"['все предприятие', 'нищенские зарплата']",,1.0,0.0
265,"Украинцы, заберите уже Соловьёва к себе на ПМЖ. Он тут всех достал своим пустобрёхом.",negative,"['украинцы', 'пустобрёх']",,7.0,2.0
266,Лучше пусть тебя заберут!,neutral,[],,0.0,0.0
267,"не поедет туда помет, убьют его)",neutral,['пометы'],,0.0,0.0
268,Включила чисто ради интереса. Вдруг не Украину обсуждают ?  Но нет ничего не меняется . Когда мы уже заговорим о проблемах в нашей стране?))),neutral,"['наша страна', 'украина']",,10.0,5.0
269,"А проблем и нет, лол.\n(Сарказм)",neutral,"['проблемы', 'лол.\\n(сарказм']",,2.0,0.0
270,Есть другие передачи....!!,neutral,['другие передача'],,1.0,0.0
271,@Тома М какие?,neutral,['том м'],,0.0,0.0
272,вторую половину передачи посмотри,neutral,['вторая половина передачи'],,1.0,0.0
273,"Не до внутренних проблем нам сейчас, когда империалистические хищники снова угрожают священным рубежам нашей Родины",neutral,"['священные рубежи', 'наша родина']",,0.0,0.0
274,На Украине всего два интеллектуала - это Кличко и Саакашвили!,neutral,"['два интеллектуала', 'украина']",саакашвили,2.0,0.0
275,Жириновскому аплодирую за американскую мерзость,negative,"['американская мерзость', 'жириновский']",жириновский,0.0,0.0
276,"Опять Россия виновата! В 91году все разбежались, как тараканы вопя о независимости,но Россия вновь должна всем эти дегенератам как будто у неё нет своих проблем,а Я.Кедми хитрец ему стало стыдно за своего президента и он перекинул вину на Россию! конечно, как всегда виновата наша страна!",negative,"['россия', 'наша страна']",,0.0,0.0
277,"Сравнение донничан с ленинградцами в военное время, в точку",neutral,"['военное время', 'точка']",,1.0,0.0
278,"Не знаю, как Жириновский в детстве ходил и боялся войны. Я молиже его всего на6 лет, но у меня было беззаботное,счастливое детство!",positive,"['беззаботное,счастливое детство', 'молиже']",жириновский,0.0,0.0
279,держите диз пидорасы,neutral,['пидорасы'],,8.0,0.0
280,"Боже уважаю Жириновского и боюсь его предсказаний, вот двери дома менять или не стоит",negative,"['дверь дома', 'предсказания']",жириновский,1.0,0.0
281,Пропогандоны вшивые,negative,['пропогандоны'],,11.0,0.0
282,"УССР была создана Советским союзом, надо полагать, не для того, чтобы превратиться в фашистскую  недострану",negative,"['фашистская недострана', 'советские союз']",,1.0,0.0
283,"Не могу верить человеку, говорящему чего вместо что((",negative,['человек'],,0.0,0.0
284,Опять Украина... Соловьев тебе надо на канале Украина24 работать,neutral,"['украина', 'соловьев']",соловьев,4.0,0.0
285,"В Европе нет своей позиции, к сожалению, есть поза в семёрке, на это указывает Трамп. Зачем нам 7-ка? Только свои цели и задачи. Не Чебурашка страна, всё же.",neutral,"['чебурашка', 'цель']",,0.0,0.0
286,Я за умное голосование !,neutral,['умное голосование'],,6.0,0.0
287,"Опять лысого гоняют весь эфир?0)0)0)000)) Ковтун - это нечто, конечно. ""Украина немного не доплачивает..."" - да ясен хрен! С чего там платить то?!",negative,"['хрен', 'украина']",,39.0,8.0
288,"Эти ребятки вместо того чтобы клоунаду на центральном ТВ устраивать, лучше бы сказали своим там в ВРУ, что пора бы уже денежки возвращать, а то уж дофигищу задолжали так то.",negative,"['центральный тв', 'ребятки']",,2.0,0.0
289,"лол 2 часа 200 лайков, кремлеботы дырявые)",negative,"['2 часа', 'лолы']",,0.0,0.0
290,"У Ковтуна сценарий какой-то или он действительно такой слабоумный? \nЕсли он один из лучших ""экспертов"" Украины, то я этой стране искренне соболезную...",negative,"['эксперты', 'украина']",,0.0,0.0
291,"@dfgewg, в интересной реальности вы обитаете. Кругом сплошные кремлеботы и агенты Кремля )))))",neutral,"['сплошные кремлёботы', 'интересная реальность']",,0.0,0.0
292,"@Andrey Ivanov ДАААА) еще скажи что пригоженских не существует,если ты не кремлебот то давай помету напиши после того как оно в тренды выйдет, и собери за 2 часа 200 лайков, че слабо да? почему этот коммент 200 лайков набрал а не какой то другой? тут наверное просто суперская шутка или супер ирония какая да? причем 200 лайков за 2 часа реальный человек как за помета так и против не наберет)",neutral,"['2 часа', 'помета']",,0.0,0.0
293,"@Andrey Ivanov и еще один факт который заметил, под постами кремлеботов с кучей лайков пишут 2-4 таких кремлеботика, типо создают дискуссию), конечно есть люди(к сожалению) которые помета пропагандона по своей воле смотрят, но тут явно кремлебот, и тут не надо брехать про кругом агенты)",negative,"['такие кремлеботик', 'посты кремлеботов']",,0.0,0.0
294,"@dfgewg, а Вы лично с ними знакомы или Вам про их существование чья-то пропаганда внушила? Вы верующий в существование всякой хрени, которую никогда лично не видели? Тогда боюсь оскорбить Ваши чувства ))))",negative,"['существование', 'чья-то пропаганда']",,0.0,0.0
295,"@dfgewg, хотя боты безусловно существуют. Их можно узнать по не читаемым никам, отсутствием подписчиков и своего контента. Но тупо вешать на всех подряд ярлыки не вижу никакого смысла. Есть по озвученным фактам и аргументам что возразить - возражайте по делу, а не переходите на личности без всяких аргументов к сути обсуждения. Своим помётом, которым Вы тут пытаетесь всех замарать аргументировать ничего не получится - только сами измажетесь ;)",neutral,"['читаемый ники', 'суть обсуждения']",,0.0,0.0
296,"Все кто смотрит это и подобное дермище, конченые дегенераты!",negative,"['подобное дермище', 'конченые дегенераты']",,14.0,0.0
297,"Больше обсуждать ничего, в России проблем вообще нет",neutral,['россия проблем'],,9.0,1.0
298,"Конечно нет! Либерасты сами проблемы устраивают, а не чиновники в люксовых джипах!\n(Сарказм)",negative,"['сами проблема', 'чиновники']",,0.0,0.0
299,"Зашел, поставил дизлайк, вышел.",neutral,['дизлайк'],,11.0,5.0
300,Молодец! Зайди ещё 5 раз и накрути просмотры!👍🏻😂,neutral,"['5 раз', 'просмотры']",,0.0,0.0
301,@Юлька Тимошка Засчитается только один раз. Это вам не сРунет.,neutral,"['один раз', 'юлька']",тимошка,2.0,0.0
302,@Matis Phoenix ну и за один раз- молодец! Таких как ты ещё тысяч 100🐏🐏🐏🐏🐏🐏🐏🐏🏳️‍🌈🇺🇦🏳️‍🌈🇺🇦,positive,"['один раз', 'matis phoenix']",,0.0,0.0
303,"@Юлька Тимошка оскорбленец... мда x'D\nУдачи тебе утопиться в твоих грёзах) Возомнил себя всезнайкой, лох)) Не имеешь связей - будь готов быть ничтожеством. Не имеешь реальных, прямых доказательств - будь готов, что тебя назовут пиздаболом)",negative,"['твои грёзы', 'прямые доказательств']",,2.0,0.0
304,Я с твоей мамкой то же так сделал - ты родился,neutral,['твоя мамка'],,0.0,0.0
305,Кто смотрит тот олень,neutral,['олень'],,6.0,0.0
306,Тоби пиз да,skip,['тоби'],,1.0,0.0
307,"Моравецкий это не вся Польша, это только  часть  продажных  девок во власти. Поляки  не хотят никаких  мераканских войск  в Польше.",negative,"['никакие мераканские войска', 'продажные девки']",,0.0,0.0
308,"Чем Жириновскому не угодили коммунисты,ладно сейчас когда Зюганов выдвинул на пост президента негодяя либерала Грудинина,но не се же коммунисты это Зюганов.",negative,"['зюганов', 'пост президента негодяя либерала']",зюганов,0.0,1.0
309,"evgeniy semenov, я надеюсь, что ты когда-нибудь осознаешь то, что происходит в России, иначе ты просто неистовый долбаеб",negative,"['evgeniy semenov', 'россия']",,0.0,0.0
310,"Опять улыбки по поводу Жириновского!!!! А через 10 лет опять будем говорить ,а ведь он был прав!!!-пророк!",negative,"['повод жириновского', '10 лет']",жириновский,0.0,0.0
311,"Почему моё видео лучше этого,но подписчики все равно у него?",neutral,"['моё видео', 'подписчики']",,2.0,0.0
312,"Очередное продажное СМИ , встречайте",negative,['очередное продажное сми'],,7.0,0.0
313,что это дерьмо делают в трендах,neutral,"['тренды', 'дерьмо']",,24.0,3.0
314,собирает дизы,neutral,['диза'],,0.0,0.0
315,собирает дизы,neutral,['диза'],,0.0,0.0
316,собирает дизлaйки,neutral,['дизлaйка'],,0.0,0.0
317,ебло дырявое,negative,[],,5.0,0.0
318,Обажаю Багдасарова красивый эмоциональный душой переживающий знающий очем говорит резкий дерзкий. Услышите его наконец!!!!! Кедми противоположность спокойный каждое слово тихо чеканить!!! Настоящие  проффи каждый в воем деле!!!вызывают чувство восхичения их гражданская позизия!!!! Татьяна Тула.,positive,"['спокойный каждое слово', 'красивый эмоциональный душа']",татьяна тула,3.0,0.0
319,Да Россияне  Ковтун . Трюхан . это для вас . в Украине их никто не знает,negative,"['украина', 'трюхан']",,0.0,0.0
320,"Все слушают Зе, и никто не крутит пальцем у виска...",neutral,"['палец', 'висок']",,0.0,0.0
321,зашел поставить ДИЗ!!!!!!!!!!!!!!!!!!!!!!,neutral,[],,9.0,0.0
322,Была страна Тартария . не было ни кокого ига . Посмотрите на икону Казанской Богоматери . Знамена одинаковы . с . разных сторон,neutral,"['страна тартария', 'разные стороны']",тартарий,0.0,0.0
323,чё вы ваще смотрите этот соловьиный помёт,neutral,['соловьиный помёт'],,11.0,2.0
324,"А вам то какое дело?Кто хочет-тот смотрит- не нравится,смотрите другое!",neutral,"['нравится,смотрит']",,0.0,0.0
325,"@Άφηνα Паллада Меньше дураков в стране , здоровее общество , дорога к процветанию",neutral,"['страна', 'процветание']",маленький,1.0,0.0
326,"Мы отметили день независимости, надо отправить письмо в Британию или США и попросить у них денег, по такому поводу.(с) Украина",neutral,"['такой поводу.(с', 'день независимости']",,0.0,1.0
327,"зачеркнуто  Нееее, лучше напрямую обращаться в МВФ! Точно! Так и сделаем! (с) Всё та же Украина.",neutral,"['украина', 'мвф']",,0.0,0.0
328,"Про ""семерку"" коротко,  их было семеро: Доник и его "" шестерка"".",neutral,"['шестёрка', 'семёрка']",доник,2.0,0.0
329,"Вы тут все не особо наверно понимаете что вас просто в уши е.ут  , мозги маринуют пропогандой",negative,"['уши', 'пропоганда']",,5.0,0.0
330,Да...что то Россия затухла...нужны решительные шаги .,negative,"['решительные шаги', 'россия']",,1.0,0.0
331,"Клоун    на   сцене     это    нормально   ,   но  когда    паяц   президент   это  беда  .   Я   не  любитель    зековской     романтики  ,   но   и  Порошенко    и  Зеленского   надо  поставить   на  ответ  .   Пусть  ,  суки  ,   ответят   за    базар  .",negative,"['зековская романтика', 'сцена']",порошенко,0.0,0.0
332,"Полностью зависимая от европейских подачек страна, празднует ""День независимость"" \nУмилительно :D",positive,"['европейские подачки', 'страна']",,0.0,3.0
333,"да они и от США в какой-то степени зависимы, если уж на то пошло. \nуж и Поросеныча от руля отлучили, а всё на месте топчутся ...",negative,"['какая-то степень', 'сша']",,0.0,0.0
334,"Им не праздники праздновать надо, а думать, чем долги раздавать\nПоводов для веселья как-то не много",negative,"['долги раздавать\\nповодов', 'праздники']",,0.0,0.0
335,"Ну это всё конечно прикольно, праздники, все дела, но может как-то всё таки к выплатам долгов перейдем?",neutral,"['выплаты долгов', 'все дело']",,0.0,0.0
336,"Вопросы повышения благосостояния народа возникают только перед выборами. \nА Жириновский борется с коммунистами, хотя у самого ширинка на жопе для Единоросов.",neutral,"['вопросы повышения благосостояния народа', 'самый ширинка']",жириновский,3.0,0.0
337,"Я не знаю, откуда Ковтун взял эти цифры по зарплатам. Реально намного ниже. Я с Украины. Знаю, о чём говорю.",neutral,"['цифра', 'украина']",,2.0,1.0
338,"Я тоже из Украины.У меня в Киеве 15000 гривен зарплата. Если маленькая зарплата,значит без образования или ленивые.",neutral,"['15000 гривен', 'украины.']",,0.0,0.0
339,"Здарова , кремлеботы!",speech,"['кремлёботы', 'здаров']",,7.0,0.0
340,"Когда уже уберут из эфира эту передачу. Неужели не понятно, что Соловьёв стравливает между собой славянские народы. При этом прикрывается патриотизмом, которого в нём и в помине нет. Есть приклонение перед властью, которая даёт ему зарабатывать на бедах людей, о которых он вещает и смакует эти беды, не сочувствуя искренне.",negative,"['славянские народы', 'беды людей']",,2.0,0.0
341,Кедми во многом прав. Но США видят Россию как отвлекающий фактор. Своего рода громоотвод. Пока шестерки США отвлекаются на Россию Америка залезает в карманы Европы.,neutral,"['россия', 'шестёрка сша']",,1.0,0.0
342,оперативно дизы снимают,neutral,['диза'],,6.0,0.0
343,помет пропагандона... зашел поставить диз!,neutral,['пометы пропагандона'],,6.0,0.0
344,"Надо дождаться,  когда китайцы начнут штурмовать белый дом и открыть второй фронт.\nБагдасаров прав.\nНе надо возвращать юго-восток. Зеленский сам его отдаст, или очередной переворот в Укурине сделает эту часть страны российской",neutral,"['часть страны', 'очередной переворот']",багдасаров,0.0,0.0
345,"А если бы Украина устроила конфликт где-то в Белгородской обл.? И с Украины приехали добровольцы для убийства россиян,как бы ведущий запел?",neutral,"['украина', 'белгородская обл']",,1.0,0.0
346,Не убирайте мой дизлайк! Замучали уже!,negative,"['мой дизлайк', 'замучали']",замучали,6.0,2.0
347,"по этому и убирают, что диЗлайк. Попробуйте, в следующий раз, поставить дислайк :)",neutral,"['следующий раз', 'дислайк']",,0.0,0.0
348,@Tony. Ooo.пнх,neutral,"['tony', 'ooo.пнх']",,0.0,0.0
349,ПЕТУШИНЫЙ  ПОМЁТ  СНОВА  В  ТРЕНДЫ  ЗАПИХНУЛИ !!!  КАК  ВСЕГДА  ЖИРНЮЧИЙ  ДИЗЛАЙК  АВТОМАТОМ  НЕ  ГЛЯДЯ !!!,negative,"['петушиный помёт', 'тренды']",,5.0,2.0
350,ЗЛЫЕ ЛИШАЙНЫЕ СОБАЧОНКИ ОПЯТЬ ЛАЮТ! НО КАРАВАН И ПРАВДА ЛЬЕТСЯ РОДНИКОМ  И ПРОБИВАЕТ СЕБЕ ПУТЬ ДАЛЬШЕ!!!!,negative,"['злые лишайные собачонка', 'родник']",,1.0,0.0
351,"riss pravda  Единственное, что тут ""льётся родником"" - так это вонючий Соловьиный Помёт, который уверенно пробивает одно ДНО за другим! Ну ещё до кучи твои мозги тоже явно потекли!",negative,"['вонючий соловьиный помёт', 'твои мозги']",,1.0,0.0
352,Ковтуна всегда перематываю;)) слушать его чушь невозможно (((,negative,"['чушь', 'ковтун']",,0.0,0.0
353,"Зеленский продажная  шл..ха, судя по всему((( Он не может не понимать всю суть происходящего в Крыму и на Донбассе",negative,"['зеленский продажная шл..ха', 'крым']",,0.0,0.0
354,Ебанные пропагандонцы,negative,['ебанные пропагандонцы'],,6.0,0.0
355,"Мерзкий, лживый, иудей Шапиро. Зеленский иудей, Порошенко иудей, Мендель - Медведев. За что мой дедушка по Воронеже кровь пролива? Что бы они ебали наш народ?",negative,"['иудей', 'наш народ']",медведев,1.0,0.0
356,Хватит уже плести эту чушь!,negative,['чушь'],,5.0,0.0
357,"Сейчас узнаем новости Украины , по российскому тв.",neutral,"['российский тв', 'новость украины']",,12.0,2.0
358,А  Вы на Украинских новостях про РОССИЮ !!!!😇,neutral,"['украинские новости', 'россия']",,3.0,0.0
359,"Бот, то при чем? Или мимо.",neutral,['бот'],,0.0,0.0
360,Вечер с Владимиром гонд@ном.,neutral,"['гонд@ном', 'владимир']",,8.0,0.0
361,"Какой же жирик все-таки скотина. \nЯ удивляюсь, как же он не уехал на украину в 2014?\nОн же ярый русофоб, тот кто не относится с уважением к СССР - русофоб. \n\n\nИ Багдасаров - истеричка. \nВы слышали или видели когда-либо, чтобы Путин или Сталин истерил.\nВот хрущев - было дело. \nТак вот, Багдасаров тот же хрущев. В нем слишком много тщеславия. \nЖизнь слишком сложна, как говорил товарищ Михеев, чтобы рубить с плеча.",negative,"['хрущев', 'багдасаров']",михеев,0.0,0.0
362,"Ковтун точно потомок монгола Джучи, достаточно посмотреть на его физиономию :)))",neutral,"['потомок монгола', 'физиономия']",,0.0,0.0
363,Очередной соловьиный помёт!,neutral,['очередной соловьиный помёт'],,6.0,0.0
364,"Сил нет слушать, держи свой заслуженный дизлайк)!",positive,"['заслуженный дизлайк', 'силы']",,8.0,0.0
365,Лжец,neutral,['лжец'],,5.0,0.0
366,Семена Аркадьевича надо в президенты после Владимира Владимировича.,neutral,"['семена аркадьевича', 'владимир владимировича']",владимир владимирович,1.0,0.0
367,опять помёт капает,neutral,['помёт'],,5.0,0.0
368,"Мы знаем, что Донбас кормил Украину и что Донбас оторвали от России коммунисты, что бы поднять промышленность на Украине. За счёт русского Донбаса развивать промышленность отсталой Украины. Вот почему подняли такой вой украинские националисты , потому что без Донбаса они никто! Надо давно признать независимость Донбаса от Украины и цивилизованно вернуть в состав РФ.",negative,"['украина', 'донбас']",,0.0,0.0
369,Соловьев - главный кремлёвский пропагандист!,negative,"['главный кремлёвский пропагандист', 'соловьев']",соловьев,14.0,1.0
370,Сергей Ахапкин    Правда по твоему пропоганда .Черт.,negative,"['твой пропоганда', 'черты']",сергей ахапкин,1.0,0.0
371,Че уроды дизлайки скручиваете?)))),negative,"['уроды', 'дизлайки']",,6.0,0.0
372,"У Украины не украли детей, а лишили материнства за то что не занималось ими и дети были предоставлены сами себе, позор такой матери",negative,"['дети', 'такая матерь']",,12.0,0.0
373,"Кофтун переигрывает, скоро его не будет.\nТак как дебилизм его всё более явно прорывается наружу.",negative,"['кофтун', 'дебилизм']",,0.0,0.0
374,Как же меня заебала это обсуждение Украины. Других проблем в стране нет!,negative,"['обсуждение украины', 'другие проблемы']",,11.0,1.0
375,"Ни единой))) рашка в кольце врагов, надо потерпеть, надо отнестись с пониманием)))",neutral,"['рашка', 'понимание']",,2.0,0.0
376,19:15 оч. что он тут имел введу?,neutral,[],,0.0,0.0
377,"В мощной России 20** года процветает угольная промышленность Инты! Активно работают все шахты и население не знает бед и проблем с трудоустройством! Вопрос что скрыто под звездами, ибо в 2019 из-за пофигизма всех властей закрыты все шахты города и не функционирует ни одно серьезное предприятие окромя торговли! Верной дорогой идем.",negative,"['угольная промышленность инты', 'одно серьёзное предприятие']",,0.0,0.0
378,Зеленский - прЕпи3дok,neutral,[],,0.0,0.0
379,Что это говнище делает в трендах? и почему в коментах так много долбоёбов?,negative,"['тренды', 'коменты']",,6.0,2.0
380,"Да это боты какие - то, как можно с таким кол - во дизов быть в трендах?",neutral,"['такие колы', 'тренды']",,3.0,0.0
381,@Seleder_Type кремлем проплаченые,neutral,"['кремль', 'seleder_type']",,1.0,0.0
382,"Бл@ть, почему Россия не помогает, ну или не признает ЛДНР??? Уже ведь 5 лет прошло, совсем оХ-Хуели, что ли????",negative,"['5 лет', 'россия']",,1.0,0.0
383,"Хватит смотреть эту дичь,  там правды столько же,  сколько честных выборов в России",negative,"['честные выборы', 'россия']",,7.0,0.0
384,Жириновский уже майданулся на почве декоммунизации - постоянно  истерит на этой почве!... а это в нём так бурлит память о типа его лесопильни -  хотя эту Фабрику деда Владимира Вольфовича Ицхака Эйдельштейна фашисты разобрали и вывезли в Германию...Мелкий буржуа - антагонист пролетариата : а Ленин то был прав !?,negative,"['владимир вольфовича ицхака эйдельштейна', 'фабрика деда']",ленин,0.0,0.0
385,Опять про эту сраную украину ??? Дизлайк,negative,"['украина', 'срануй']",,5.0,0.0
386,Увидел помёт? Ставь диз не глядя 👎👎👎,neutral,['помёт'],,6.0,0.0
387,Зашла плюнуть в помет!,neutral,['пометы'],,6.0,2.0
388,репорт еще надо кидать!,neutral,['репорт'],,0.0,0.0
389,@dfgewg Вы имеете в виду дизлайк? Так это святое для такого стопроцентного говна.,negative,"['такое стопроцентный говно', 'дизлайк']",,0.0,0.0
390,Соловьинный помет.,neutral,['соловьинный пометы'],,6.0,0.0
391,Копытько - браво!!!,positive,['копытько'],копытько,1.0,0.0
392,Вселенский П О М Ё Т и Армия кремлеботов - тёмная сторона Силы!,neutral,"['тёмная сторона силы', 'вселенский п']",,8.0,0.0
393,Соловьёва на мыло!!!,neutral,['мыло'],,7.0,0.0
394,"Господи, храни Россию!",negative,"['россия', 'господь']",,2.0,0.0
395,А У ЗЕЛЕН ПРЯМО ЦЕЛЫЙ СПЕКТАКЛЬ С ТРИБУНЫ    А  ПРО  ХРУЩЕВА ТОЧНО   УЖ ОН ТЕРРИТОРИЮ ПРОСТО ВЗЯЛ И ПОДАРИЛ   КАК БУДТО ЭТО ЕГО СЕРВИЗ,neutral,"['целый спектакль', 'хрущев']",подаривший,1.0,0.0
396,У Саакашвили вид какой то странный,negative,"['саакашвили', 'вид']",саакашвили,1.0,0.0
397,Плакат на праздник незалежности : Байден в кресле президента Украины,neutral,"['кресло президента украины', 'праздник незалежности']",,0.0,0.0
398,Скачко точно пересказал речь президента Украины. Браво!,positive,['речь президента украины'],,1.0,0.0
399,Ковтуна возможно убрать с ТВ только вместе с Соловьёвым (Шапиро)....,neutral,"['шапиро', 'тв']",шапиро,0.0,0.0
400,"Бл@ть, почему Россия не помогает, ну или не признает ЛДНР??? Уже ведь 5 лет прошло, совсем оХ-Хуели, что ли????",negative,"['5 лет', 'россия']",,1.0,1.0
401,ты совсем дурак чтоле?),negative,"['чтол', 'дурак']",,0.0,0.0
402,Очередная ссанина в уши!,negative,"['очередная ссанин', 'уши']",,4.0,0.0
403,"В кремле сидят путинские хуесосы с прошивкой мозга из СССР. Травить их всех дихлофосом с детьми,  родственниками и собаками.",negative,"['путинские хуесоса', 'прошивка мозга']",,4.0,2.0
404,"В психушке освободилось место и поступили психотропные. Поторопитесь, иначе займут другие, нуждающиеся в срочной мед. помощи, а вам достанется усыпляющее.\nТаких как вы нужно утилизировать физически. \nИначе Украина погибнет.",negative,"['срочная мёд', 'украина']",,0.0,0.0
405,путлера на нары!,negative,"['путлера', 'нары']",,0.0,0.0
406,Очередная порция Соловьиного помета..ммммм...вкусно,positive,['очередная порция'],,3.0,0.0
