"id","author","authorLink","authorThumb","text","likes","time","timestamp","edited","hasReplies","repliesToken","numReplies","reply.id","reply.author","reply.authorLink","reply.authorThumb","reply.text","reply.likes","reply.time","reply.timestamp","reply.edited"
"UgxeJ2BXDgi0XFXjgFt4AaABAg","NPXS XPoss","/channel/UCRlurErVJYHgfgaHjKQS5sw","https://yt3.ggpht.com/a/AGF-l78IFHttN5KPqhwPkeTmALtwsgOGr3uCWdhvOg=s48-c-k-c0xffffffff-no-rj-mo","Можешь готовиться переобуваться, тебя слушают лишь часть пенсионеров, смотрящих телек. Понимающих людей все больше, для молодежи ты ваще днее дна опустившийся упырь. Ох как же вы бесите совковые ненасытные хапуги, дорвались в 90-е до кормушек, а остановится не позволяет прогнившая сущность и страх все потерять.",0,"3 months ago",1566541877739,false,false,,,,,,,,,,,
"Ugzz6DCTaF6iAG6s1dl4AaABAg","Руслан Майер","/channel/UCMJA9Xyy7xmPywcqhvi9jSg","https://yt3.ggpht.com/a/AGF-l7-2yntIuBh-RYrzR7vvIRaWb9-ZjNTZJJEWog=s48-c-k-c0xffffffff-no-rj-mo","Стеснюсь спросить почему Италия, а не Геленджик??? Брезгуете?)",0,"3 months ago",1566541877740,false,false,,,,,,,,,,,
"UgwZY0YEMwQ1zXDOpmx4AaABAg","Евгениц Ананьев","/channel/UCQzLAgKi6UPkdXxkd150QqQ","https://yt3.ggpht.com/a/AGF-l79L2lKjAJvXtUb015BqpgBcUdzND3iv5FzAcw=s48-c-k-c0xffffffff-no-rj-mo","Лучше бы свою рожу раскритиковал.... Самая настоящая политическая прости...",0,"3 months ago",1566541877742,false,false,,,,,,,,,,,
"UgzwzuDZhN64endQnIJ4AaABAg","Developer js Web","/channel/UC_FSp_GBjcI8ACeUuiYYYCw","https://yt3.ggpht.com/a/AGF-l7-bYnYaqYyDSEDJoImG5Y36rdSbkGtY-qcFTg=s48-c-k-c0xffffffff-no-rj-mo","Фу,позор",0,"3 months ago",1566541877743,false,false,,,,,,,,,,,
"UgwJ34cvTPRxF5G6XZh4AaABAg","Федор Шаркези","/channel/UCOwKXY58iEXQ16RmaGC_7Jg","https://yt3.ggpht.com/a/AGF-l7-bUrsq00DVo22Ytynnh2uU_MsPeZcEM0AcUw=s48-c-k-c0xffffffff-no-rj-mo","Апхах,У Соловьёва крыша едет,он думает что все сейчас будут его слушать. Кремлёвский шут",4,"3 months ago",1566541877744,false,false,,,,,,,,,,,
"UgwCh_1sOTrR09eaJI94AaABAg","Дмитрий Грин","/channel/UCjYD7z7LVNY3iHL6A6ymxOg","https://yt3.ggpht.com/a/AGF-l7_1JKcfKtQme3BEqwmDYOeOjUfKFtOjOLsdTg=s48-c-k-c0xffffffff-no-rj-mo","ну вроде всё по  делу только кровь из ушей пошла что то",0,"3 months ago",1566541877745,false,false,,,,,,,,,,,
"UgyONoUePLPOmmSCjZh4AaABAg","Дмитрий Простенков","/channel/UCSanS9ML1zffrertrDCaZCg","https://yt3.ggpht.com/a/AGF-l79W4toXgD0wRZ3tyCrqIaXbY2-_zB5ec8n0xg=s48-c-k-c0xffffffff-no-rj-mo","Даааа, жду не дождусь когда этого говномета свои же четвертую но только очень не торопясь.",0,"3 months ago",1566541877746,false,false,,,,,,,,,,,
"Ugx0yhllaFChJcwJ3qZ4AaABAg","БензоЧелик","/channel/UCvwmtMxYy2OgNVf0_sYVHKA","https://yt3.ggpht.com/a/AGF-l7-ufcvUzGG5-cZgPCEnlGEsjYfXAIhOU6zPZg=s48-c-k-c0xffffffff-no-rj-mo","Он что, пьяный?",0,"3 months ago",1566541877747,false,false,,,,,,,,,,,
"UgzzLTjVt4srCYb1BVt4AaABAg","Блог Ада","/channel/UCBgObIf7qUkz4Z8jnYYQqFQ","https://yt3.ggpht.com/a/AGF-l7_TTMtfYAxh0UDks2GNNWRZAZKysQVg3mUakw=s48-c-k-c0xffffffff-no-rj-mo","Ох, помёт, поймёт",0,"3 months ago",1566541878944,false,false,,,,,,,,,,,
"Ugzpnhd1SIO9UqZnNG54AaABAg","Андрей","/channel/UCmT8sym0FdbvOxgCkSfpmYQ","https://yt3.ggpht.com/a/AGF-l7-mMPvtR7s3PBYaBB0KTTmrVnT6A73xjxehGQ=s48-c-k-c0xffffffff-no-rj-mo","как же вас от правды корёжит то...",0,"3 months ago",1566541878946,false,false,,,,,,,,,,,
"UgxDMi5Cb140BSMmaEl4AaABAg","VoffKiss 92","/channel/UCLIfukyNos2oHA_Br1qAzkg","https://yt3.ggpht.com/a/AGF-l7812TaJfwZ7eCRR1qIiRTTEjUtKeimtHsTwdQ=s48-c-k-c0xffffffff-no-rj-mo","Петух ты, а не соловей, по жизни таким и останешься",0,"3 months ago",1566541878947,false,false,,,,,,,,,,,
"UgzrRnaL3u3sETTA24d4AaABAg","Максим Вахрамеев","/channel/UCDSOrvhnYrtIpI4foELK1og","https://yt3.ggpht.com/a/AGF-l7_msyhT5cZI1hRLgAwF_qQJPuV10_e4Ou0HMg=s48-c-k-c0xffffffff-no-rj-mo","На кого это рассчитано? Владимир, вам как не стыдно? Это же полный край. Вы за кого людей считаете?",5,"3 months ago",1566541878950,false,false,,,,,,,,,,,
"UgwJ1KIcIhH9l1mEmN54AaABAg","Юрий Лабазов","/channel/UCHoPq3NJwdKg6ei7jMvaoUg","https://yt3.ggpht.com/a/AGF-l79VOeTfVWZ9ROe1C2jxp4tJ0zRfGMdgIhuDcw=s48-c-k-c0xffffffff-no-rj-mo","Чмо ты!!!",0,"3 months ago",1566541878953,false,false,,,,,,,,,,,
"UgwhEJ8LaG8dlZvkFtV4AaABAg","Enigma","/channel/UCpiUTJ_wHi3AGWjeVS7G4DA","https://yt3.ggpht.com/a/AGF-l78IRIeU8gjT2tAvBcBPMFJ6IcwvBAi-HEGGfA=s48-c-k-c0xffffffff-no-rj-mo","Что это за позор , сюда все приплели и Зеленского и Митинги , ЕБАТЬ у нас люди дикие на безобидных полицейских набрасываются , а они бедные только и могут их задерживать , прям жалко полицейских они ж милашки",0,"3 months ago",1566541878954,false,false,,,,,,,,,,,
"UgyNHeQe-HOANolbyVR4AaABAg","Evgeny Gorodnyy","/channel/UCma4kSzRJV_RmIKSS-QiDYQ","https://yt3.ggpht.com/a/AGF-l7825aphES5k8FuqAcgLl8iAX8Of1_uCjdA0gw=s48-c-k-c0xffffffff-no-rj-mo","Пиздабол мерзкий!",0,"3 months ago",1566541878955,false,false,,,,,,,,,,,
"UgzxBrj15R06Xs0Mq_x4AaABAg","Михаил Безкоровайный","/channel/UChiVdFWFN_AiBrwLLm04Skw","https://yt3.ggpht.com/a/AGF-l7_of0njx8Cug5HUytEDgDJEZBunRsK_VlyBPg=s48-c-k-c0xffffffff-no-rj-mo","Соловьев ты шавка политическая спрячся и перестань языком чесать маразматих херов",0,"3 months ago",1566541878957,false,false,,,,,,,,,,,
"Ugx06fqEVNph2AK_HuF4AaABAg","Гаррик Гаррик","/channel/UCn89pFGxYN3h8mPRdTS4iXQ","https://yt3.ggpht.com/a/AGF-l7_FlE5gmHGUB6SWl9VbQh_4zwesuRTrEbp8Og=s48-c-k-c0xffffffff-no-rj-mo","Зашёл глянуть в комментарии негатив про соловьева",0,"3 months ago",1566541878958,false,false,,,,,,,,,,,
"UgyoEUp-3qkAw7Q51hN4AaABAg","Biz I Tons","/channel/UCeM4cD86bKU5kd3ztwAhKWA","https://yt3.ggpht.com/a/AGF-l7_htUo79xdRB08qqg09numo5rmMdW8fQWf1Jg=s48-c-k-c0xffffffff-no-rj-mo","Блевать охото",0,"3 months ago",1566541878959,false,false,,,,,,,,,,,
"UgyIGt6R2LnsRvdsApV4AaABAg","Евгений Катков","/channel/UCMTdLNWXqqpG_zlhfmRWJ-A","https://yt3.ggpht.com/a/AGF-l78yBoPngEfymqP96Xw0y1Cd2wdTqtwVgQe62w=s48-c-k-c0xffffffff-no-rj-mo","В Москве живут много людей без регистрации, теперь не москвичи это значит не русские?",0,"3 months ago",1566541878960,false,false,,,,,,,,,,,
"UgxGJTdVvDAHgWMDvd94AaABAg","glen danzig","/channel/UCGdAuN0Fyn2l2HquxmWhOng","https://yt3.ggpht.com/a/AGF-l78o9y71oKjDQbH2UCVUYYuV5-ZiYvU1SktIqw=s48-c-k-c0xffffffff-no-rj-mo","Дайте мне бабла на виллы, я тоже  Путина похвалю",0,"3 months ago",1566541878961,false,false,,,,,,,,,,,
"Ugw6CiLJZloA6HcRAJp4AaABAg","Kan Ozzii","/channel/UCSyH7p1ur9eoyVa5eWENSlg","https://yt3.ggpht.com/a/AGF-l79lBcgaI0_Np7KJbaUu3PEIUZysuzYZH11a9A=s48-c-k-c0xffffffff-no-rj-mo","Соловьев ГЕЙ",0,"3 months ago",1566541878962,false,false,,,,,,,,,,,
"Ugy1f37LsD9bosRdT554AaABAg","Тапочек Мимолётный","/channel/UCPdrNDYBnGRRYcSxxOAeCLQ","https://yt3.ggpht.com/a/AGF-l7_TgwoumYIU3u231cndzq_v3J6rPUHpH7Z-ag=s48-c-k-c0xffffffff-no-rj-mo","Помню видео где девушку инвалидку ударили в живот при ,,корректном,, задержании\nМммм герои)))",4,"3 months ago",1566541878965,false,false,,,,,,,,,,,
"Ugx-g6LXEQ6gHModZUV4AaABAg","Antony Rimsh","/channel/UCV14uLQ8NJZ1JZ8d7qcuQRg","https://yt3.ggpht.com/a/AGF-l7_QF7kUS32avUUUdjvGTXS-exnkOOccOhdMlA=s48-c-k-c0xffffffff-no-rj-mo","Знатный балабол... забавно будет на него взглянуть, когда действительно придется отвечать за всю ту чушь и бред, что он наговорил",0,"3 months ago",1566541878967,false,false,,,,,,,,,,,
"Ugw1GKwR_ryraWPf8pt4AaABAg","абд. Р","/channel/UCMHPgPlWKT5qBRPG6GUW8CA","https://yt3.ggpht.com/a/AGF-l78xIlDyyYxU5JRzRaylgRsSnN6RcZiLNbHXhA=s48-c-k-c0xffffffff-no-rj-mo","Пидармот ты Соловей, будь ты проклят",0,"3 months ago",1566541878969,false,false,,,,,,,,,,,
"Ugya85jzdSbm_kUies94AaABAg","Alina Malina","/channel/UCr1RFwqE-uCYeoj8A-GfAgg","https://yt3.ggpht.com/a/AGF-l7_MKQHNnul46AroGQLhesqvpgFVvxqQL3CVlA=s48-c-k-c0xffffffff-no-rj-mo","Госпади что он несёт!!!",7,"3 months ago",1566541878971,false,true,"EkQSC3ZnSVN6ZlhFa3BBwAEAyAEA4AEBogINKP___________wFAAMICGxoXaHR0cHM6Ly93d3cueW91dHViZS5jb20iABgGMk0aSxIaVWd5YTg1anpkU2JtX2tVaWVzOTRBYUFCQWciAggAKhhVQ1BrRHZhS1Y2dTZGZ002NTBBMHBkQ0EyC3ZnSVN6ZlhFa3BBQAFICg%3D%3D",1,,,,,,,,,
,,,,,,,,,,,,"Ugya85jzdSbm_kUies94AaABAg.8yVt6M8fDqV9-EzqpdzTIt","Рюрик Рюриков","/channel/UCd5E0eAeh6nmMFgMv0EnMRg","https://yt3.ggpht.com/a/AGF-l7_BqNpQD0Muh2eo6LRyCRP5t1jo3mGt_i5DOw=s32-c-k-c0xffffffff-no-rj-mo","яйца мои!",0,"1 month ago",1571812279340,false
"UgxOp3jqRkLDcX5-nAh4AaABAg","Ирина Караваева","/channel/UC1THQ75xBwzHDtt69Uye6bw","https://yt3.ggpht.com/a/AGF-l78ODL2DR-fdAgZ7HVtBRx37Jiom8k-1tgkejQ=s48-c-k-c0xffffffff-no-rj-mo","НИЧТОЖЕСТВО! Итальянцы, заберите СВОЕГО говнюка!",0,"3 months ago",1566541878974,false,false,,,,,,,,,,,
"UgxTs9yqoY9pD3qIzD94AaABAg","алексей шевченко","/channel/UCad63A8aM1ITShlE_1U_fDQ","https://yt3.ggpht.com/a/AGF-l78BJwIn32SXz4Y9GrJBq7kOsfPlvCfkFiNl-w=s48-c-k-c0xffffffff-no-rj-mo","Я выключаю телевизор, я пишу тебе письмо\r\nПро то, что больше не могу смотреть на дерьмо,\r\nПро то, что больше нет сил,",30,"3 months ago",1566541878975,false,true,"EkQSC3ZnSVN6ZlhFa3BBwAEAyAEA4AEBogINKP___________wFAAMICGxoXaHR0cHM6Ly93d3cueW91dHViZS5jb20iABgGMk0aSxIaVWd4VHM5eXFvWTlwRDNxSXpEOTRBYUFCQWciAggAKhhVQ1BrRHZhS1Y2dTZGZ002NTBBMHBkQ0EyC3ZnSVN6ZlhFa3BBQAFICg%3D%3D",1,,,,,,,,,
,,,,,,,,,,,,"UgxTs9yqoY9pD3qIzD94AaABAg.8yVVfIIWrr88ytuaOu7yd8","DALER ХАN","/channel/UC87bfF-r8Cj9nU8EXGTQ0wg","https://yt3.ggpht.com/a/AGF-l7-Wt2o_7NOcQBTNucst0Ipbd4P8nmkh4mcjAw=s32-c-k-c0xffffffff-no-rj-mo","Яяяяя  жду ответа ,\nбольше надежд неееетуууу",0,"3 months ago",1566541879346,false
"UgyXsnohB5oE3YWZGWt4AaABAg","Name Surname","/channel/UCIQpDqYpCntp6AR99JpV_TQ","https://yt3.ggpht.com/a/AGF-l79JLzGwlpdIl7yydP0vdLiNkxrn5Rt-J4SMxw=s48-c-k-c0xffffffff-no-rj-mo","Ты такой лжец",2,"3 months ago",1566541878977,false,false,,,,,,,,,,,
"UgyDxPbEVRqUnat_tSF4AaABAg","Бублик Фублик","/channel/UCDKz0A4L_UDbUls67s3cr9A","https://yt3.ggpht.com/a/AGF-l7_htceFzzj234UdNXZofynyBqV9dJM5iYjnqw=s48-c-k-c0xffffffff-no-rj-mo","Вижу Соловьёва, ставлю дизлайк без причин, заслужил.",6,"3 months ago",1566541880456,false,false,,,,,,,,,,,
"UgwUYqD97SPnt7DQ3hR4AaABAg","Блогер Allabout","/channel/UCgm6RjUyHX6aq86uzm2ToUQ","https://yt3.ggpht.com/a/AGF-l79fSTis2fxokO72zOWjVpG4uOZSdkCIkfBxmA=s48-c-k-c0xffffffff-no-rj-mo","Бляди они все",0,"3 months ago",1566541880457,false,false,,,,,,,,,,,
"UgwcQfISZhJwLzqgtsJ4AaABAg","алёша попович","/channel/UCixCOtr3jLK3EJzYmedHfLQ","https://yt3.ggpht.com/a/AGF-l7-BQo8bGdkThKv5hTa3ryc3sewTlGH_DlgTXQ=s48-c-k-c0xffffffff-no-rj-mo","come sta, signor Soloviev ?",0,"3 months ago",1566541880458,false,false,,,,,,,,,,,
"Ugxw6irQp_9Ht-duBOt4AaABAg","Yarik Smal","/channel/UCm2W8fPFZoHI3GBFykyQT5A","https://yt3.ggpht.com/a/AGF-l7-pjl_otEvStVnLY0Sh-BGuaYEid4cbbHOXlw=s48-c-k-c0xffffffff-no-rj-mo","😁😁😁ебать ты чмошник))",0,"3 months ago",1566541880459,false,false,,,,,,,,,,,
"UgyUMSbZfZEih6CkZ894AaABAg","Eskander","/channel/UCTIRXt-DVspn_JlWXNwSMxg","https://yt3.ggpht.com/a/AGF-l785LI_VIYI2W9PGpMdlSj1UtNoAeP6OIg4xhw=s48-c-k-c0xffffffff-no-rj-mo","Какие проблемы? Все делали своё дело. Протестующие протестовали, омон разгонял протестующих, причем в отличие от западных стран действительно мягко. \nТолько за политиканов протестовать как-то не очень хорошо...\nИ дорогу перекрыли со скорой тоже нехорошо.",0,"3 months ago",1566541880460,false,false,,,,,,,,,,,
"Ugzy3sKBQMVS0lt6U-F4AaABAg","Игорь Ершов","/channel/UCyJzY9YBHJaBwaBqoJtdk6Q","https://yt3.ggpht.com/a/AGF-l7-bTf-oJ0jy40PKe4gJf1Ozzk5uJpDX2TbBHA=s48-c-k-c0xffffffff-no-rj-mo","Скоро по омону стрелять будут",0,"3 months ago",1566541880462,false,false,,,,,,,,,,,
"UgzSCsua8--DjVqS5DR4AaABAg","Виктория Фоминых","/channel/UCx0hJTB3iyKeRQsLCuivDhw","https://yt3.ggpht.com/a/AGF-l789ZHOd3vhEZ3cMWrUH6IMBg0pkpVHh-B7vHA=s48-c-k-c0xffffffff-no-rj-mo","ЕБААААТЬ АХАХАХПА",0,"3 months ago",1566541880464,false,false,,,,,,,,,,,
"UgxfO8dPQbg8f_FmvrV4AaABAg","Роман Решнин","/channel/UCbYuhyITCe9Qj5Jlraz6bWA","https://yt3.ggpht.com/a/AGF-l7--iD0QeRnkFUZLCJsuR6m9mepmZRjGZLL-tw=s48-c-k-c0xffffffff-no-rj-mo","Не москвичи не россияне?",0,"3 months ago",1566541880465,false,false,,,,,,,,,,,
"UgzfF09OqYGaLlQ1uVJ4AaABAg","Анастасия Тру","/channel/UCgvUyAfeQUE6vbgB9jo-SGw","https://yt3.ggpht.com/a/AGF-l78BxVuhdVpHZX9fl1B7yw5ZWyQMnaQ4Myhqmw=s48-c-k-c0xffffffff-no-rj-mo","Опять про украину-дизлайк однозначно!!!меня хватило на 40 секунд",0,"3 months ago",1566541880466,false,false,,,,,,,,,,,
"Ugy6wByJU2um8OkFUNZ4AaABAg","Денис И.","/channel/UCzNrNxhT-fO6CB7ptXOc7rQ","https://yt3.ggpht.com/a/AGF-l7_ydUdxDO-wMW6swJX5nBu0R1Vs0ruL9G7SSg=s48-c-k-c0xffffffff-no-rj-mo","Ох и праститут старый)",29,"3 months ago",1566541880467,false,false,,,,,,,,,,,
"UgxoKtYuBLaDGuhGqc14AaABAg","Владимир Русский","/channel/UCI1PDbfPkJxMuK-qbIgkjtA","https://yt3.ggpht.com/a/AGF-l78kilkqwzbh0s3gIMQ2fXkCh11xcxiyNYmH=s48-c-k-c0xffffffff-no-rj-mo","Уважение Полицейским ! утихомирили толпу тупых западных шалашовок",0,"3 months ago",1566541880468,false,false,,,,,,,,,,,
"Ugz5A7XmeCR0ce2s0B14AaABAg","Никита Белов","/channel/UC3WECFX4XgaNtNLH3-la3XA","https://yt3.ggpht.com/a/AGF-l79S7fDoBYRCNK5ew-Ht1YpEGnv09ih6X7nlpw=s48-c-k-c0xffffffff-no-rj-mo","соловьев редкий уебан...",1,"3 months ago",1566541880469,false,false,,,,,,,,,,,
"Ugw_Zi6e9M0SyZD78Zp4AaABAg","Рус Б-в","/channel/UCR5uqyfoAdMyZrXVSbWR5LA","https://yt3.ggpht.com/a/AGF-l7_MVbw-_RDpvlpfvmiC_dgvHSSdeliRSvuu4g=s48-c-k-c0xffffffff-no-rj-mo","тоже зашел диз поставить шакальему очколизу",5,"3 months ago",1566541880470,false,false,,,,,,,,,,,
"Ugyg3qdwW7-WRRhkWQB4AaABAg","Nail Dim","/channel/UCRaCNqDDSIVfeGdh3BrOgPg","https://yt3.ggpht.com/a/AGF-l7_lJ5yQjGFUl9hwZDEebz0dvpJRAQrhII2BNA=s48-c-k-c0xffffffff-no-rj-mo","Езжай к себе за бугор там твоя родина",1,"3 months ago",1566541880471,false,false,,,,,,,,,,,
"UgxBDc2QviqwaVcbTxV4AaABAg","Зангар Аксолтан","/channel/UCM1vX82T_lmlLk9jmPQ0sKg","https://yt3.ggpht.com/a/AGF-l79m4UWybP7MIIpTZN9AX_N3QGMDGikw443rzw=s48-c-k-c0xffffffff-no-rj-mo","Он точно с дуба рухнул",1,"3 months ago",1566541880472,false,false,,,,,,,,,,,
"UgzjdvfzCt1ACZRdRNx4AaABAg","Resident","/channel/UC2Q-4tWOi1ZXQkXddvUIjwQ","https://yt3.ggpht.com/a/AGF-l79Lmq49bwMCUg20jdg4-FvTovu0iTQ1-z7H2g=s48-c-k-c0xffffffff-no-rj-mo","Соловьев почитай комменты и пойми,что чем раньше ты свалишь на виллу на свою,тем лучше",4,"3 months ago",1566541880473,false,false,,,,,,,,,,,
"Ugz20CjV62YNfuHWDWd4AaABAg","Resident","/channel/UC2Q-4tWOi1ZXQkXddvUIjwQ","https://yt3.ggpht.com/a/AGF-l79Lmq49bwMCUg20jdg4-FvTovu0iTQ1-z7H2g=s48-c-k-c0xffffffff-no-rj-mo","Дизы говорят сами за себя! Народ НЕ ВЕРИТ ЖИВОТНЫМ",0,"3 months ago",1566541880475,false,false,,,,,,,,,,,
"UgzWKqjW2JZWRcLCWVp4AaABAg","Юрий Довжанин","/channel/UCstkeTPXRee9gUu-6KsH89w","https://yt3.ggpht.com/a/AGF-l7-BxlCgpZGtKS2URqUE9BJvtLtBo5We2p6Zcw=s48-c-k-c0xffffffff-no-rj-mo","Вот так вот выглядит образованный и здравомыслящий человек))))))))",0,"3 months ago",1566541880477,false,false,,,,,,,,,,,
"Ugx_vbItVUJBq5LYzqh4AaABAg","V T","/channel/UCrJdvv1dR_Nip_Xh9EUQhQw","https://yt3.ggpht.com/a/AGF-l78d0RPuDVWJtFHj-OINbVZ-chn-eOf1muwACw=s48-c-k-c0xffffffff-no-rj-mo","Россия без Путина!",0,"3 months ago",1566541880478,false,false,,,,,,,,,,,
"UgyFuo-QaR7PrEHyIgx4AaABAg","wlas1000","/channel/UClhrB-wzWw8mn5U0W6oU3eA","https://yt3.ggpht.com/a/AGF-l7-vyNMXOw5xXD94cVmtTG0Mt7A6rgxm7xssWA=s48-c-k-c0xffffffff-no-rj-mo","Прежде чем делать вид объективности пусть для начала произнесет фамилию Навальный в эфире федерального канала или что, папа не разрешает? Просто пусть скажет ""Навальный"" и тогда можно по хотябы предположить о непредвзятости нашего ТВ, а так это пустословие:) Вообще очень смешно как наш чекист подмял под себя все телевидение, потратил на это кучу денег и тратит до сих пор, вот только ТВ уже никто не смотрит:)",0,"3 months ago",1566541880480,false,false,,,,,,,,,,,
"UgzX9F2qVPQb8W3qn0x4AaABAg","Некомпот ВЗЯТОЧКИН","/channel/UCYEKumM2yyreAX-y5_aAYcQ","https://yt3.ggpht.com/a/AGF-l79lqm5foXWwaa4Gtz98IeR1XEBP4gd-ixpviw=s48-c-k-c0xffffffff-no-rj-mo","Помёт, ты ещё не сдох?",1,"3 months ago",1566541881760,true,false,,,,,,,,,,,
"UgwqY6skiLUfgI9p3-14AaABAg","Вася Дик","/channel/UCW7SScalOVG3R18Ptld_lVg","https://yt3.ggpht.com/a/AGF-l7_nBdSmFt70cQKNHeB2W4kC4nISDvqTNyTe4Q=s48-c-k-c0xffffffff-no-rj-mo","ну вы и пидорасы",0,"3 months ago",1566541881761,false,false,,,,,,,,,,,
"UgwPy3-QrNRfcjNj_XN4AaABAg","aptieka111","/channel/UCW9rrfsuiq4bRmUM7dh7KFQ","https://yt3.ggpht.com/a/AGF-l78GEm_GAu4iVs45v6zyZ8GWDWwpgd5RYlQokA=s48-c-k-c0xffffffff-no-rj-mo","putin - huilo!",0,"3 months ago",1566541881761,false,false,,,,,,,,,,,
"UgzcvFROjQH67QSEbZF4AaABAg","Doktor Nikita","/channel/UCd6lkHhxVslM9Xe3JM6SRWg","https://yt3.ggpht.com/a/AGF-l7_HP_7MBc2Tcg-JhUfztpx1s8-8iz1_EOC4Ag=s48-c-k-c0xffffffff-no-rj-mo","Путинизм - трагедия России.\nА Соловей просто хамоватый шут.",2,"3 months ago",1566541881762,false,false,,,,,,,,,,,
"UgxCEwk7I1rLT9e7Uyp4AaABAg","Алексей Дядичев","/channel/UCTtgYnG7yuUeZ7T4JFsSu1A","https://yt3.ggpht.com/a/AGF-l79Of7mb8hX4d3VQhm949z_BZdwBUGNRxCyoXg=s48-c-k-c0xffffffff-no-rj-mo","Как же задолбали леволибералы. Хорошо хоть через двадцать дней вас станет поменьше.",0,"3 months ago",1566541881763,false,false,,,,,,,,,,,
"UgzTxIfSobZ0GIz0vKF4AaABAg","Jean Buzik","/channel/UC1KSWXRk-MhcKddFMhuef6g","https://yt3.ggpht.com/a/AGF-l7-yUglQE7FGimcRWMo2ubZNuJPGAwmaupuEig=s48-c-k-c0xffffffff-no-rj-mo","Приятно что столько дизлайков и народ начинает видеть что власть сгнила и её пора выкинуть",1,"3 months ago",1566541881764,false,false,,,,,,,,,,,
"Ugzwt9spbrs2G8XDfyd4AaABAg","Магаммед Албабаев","/channel/UChFKLCdY67Q7dh13sP3IYAQ","https://yt3.ggpht.com/a/AGF-l7-VnJoy6aXUwgcLvDZGUqDQgD8CO_JrA59cCg=s48-c-k-c0xffffffff-no-rj-mo","Увидел в интернете видос, решил на Ютубе найти специально, что бы поставить дизлайк))",1,"3 months ago",1566541881764,false,false,,,,,,,,,,,
"UgyUybC8X8qwJ0uva1V4AaABAg","Миша Камельник","/channel/UCKJdIAlsCyJ71OIRUF2pf4Q","https://yt3.ggpht.com/a/AGF-l7-Y7KV1HSKwMAcH0BbalEb-YBkqeXae6ViD1w=s48-c-k-c0xffffffff-no-rj-mo","Везде плохо , только у нас ,в России заебись",0,"3 months ago",1566541881766,false,false,,,,,,,,,,,
"Ugyiy9ye_fwpDQSgxKx4AaABAg","Bugi_Wugi_","/channel/UClfos4WXj2YmRqNff7noLuA","https://yt3.ggpht.com/a/AGF-l7-POxWxv-RJKXQgOdGx8wr8fJ1kTttrD-8JsQ=s48-c-k-c0xffffffff-no-rj-mo","дизлайк этому пидору)",0,"3 months ago",1566541881766,false,false,,,,,,,,,,,
"Ugx3yCNLs4wglru56Vp4AaABAg","Кирил Шадунцев","/channel/UC93dxvj8QuvpBClmZMBbAKg","https://yt3.ggpht.com/a/AGF-l78WqKWos8esi3wOnRE1r1mkK4RNpjR0hvhKGw=s48-c-k-c0xffffffff-no-rj-mo","Ублюдочная соловьиная тварь сравнивает мирные митинги с беспорядками во Франции,а этих собак  путинских с ветеранами чечни,. лично мне жаль что митинги мирные надо было  пару сотен путинских собак отправить на больничные койки,власть бы испугалась и поняла что надо что-то улучшать,а то по соловьиному помету понятно только что граждане России это те 20-30% которых все устраивает,остальные дерьмо",0,"3 months ago",1566541881767,false,false,,,,,,,,,,,
"UgwnmY1RoM2uS14k5Cd4AaABAg","фарид исаев","/channel/UCM2_nyjdgKSwdfte1ghJS3g","https://yt3.ggpht.com/a/AGF-l7-_77uy4Ypx_62unkgw-Ti40TPhKlA_csR5rA=s48-c-k-c0xffffffff-no-rj-mo","А что в нашей стране господин Соловьев все так прекрасно . Ты лучше про наших полицаев и чиновников рассказывал бы . На сколько вы омерзительны , противно слушать . Самое интересное ,сам то понимает , что рано или поздно все ответят . И в Италии достанут господин соловьев.",1,"3 months ago",1566541881769,false,false,,,,,,,,,,,
"Ugzf06wQTnbh0Atpoud4AaABAg","Юлия Лекомцева","/channel/UC7ji7eBsL3bSGpBqJA1dwdw","https://yt3.ggpht.com/a/AGF-l7-JyEdqhgL27Tf15kYOoVSiWeBZsPKfIDBbxQ=s48-c-k-c0xffffffff-no-rj-mo","Итальянец едь к себе на родину там чушшь неси",136,"3 months ago",1566541881770,false,true,"EkQSC3ZnSVN6ZlhFa3BBwAEAyAEA4AEBogINKP___________wFAAMICGxoXaHR0cHM6Ly93d3cueW91dHViZS5jb20iABgGMk0aSxIaVWd6ZjA2d1FUbmJoMEF0cG91ZDRBYUFCQWciAggAKhhVQ1BrRHZhS1Y2dTZGZ002NTBBMHBkQ0EyC3ZnSVN6ZlhFa3BBQAFICg%3D%3D",3,,,,,,,,,
,,,,,,,,,,,,"Ugzf06wQTnbh0Atpoud4AaABAg.8yT9--NH9Pg8ywwpp-zu8h","Гражданская платформа","/channel/UClfX9KdiNb6JZNI3KnerTaQ","https://yt3.ggpht.com/a/AGF-l7_sSmbLv0vNW2Q71rx0hpM0v9s1FG83uDuXMw=s32-c-k-c0xffffffff-no-rj-mo","Юлия Лекомцева КАК СОЛОВЬЕВ ВОСХИЩАЕТСЯ РОСГВАРДИЕЙ.Смотрите у меня на канале!!",0,"3 months ago",1566541882574,false
